Model,Scenario,Region,Variable,Unit,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
FRIDAv2.1,HD_D1_Limit,World,Temperature Anomaly,K,0.502528567101198,0.5140065786987995,0.6756807015853998,0.6752734085331998,0.8737040504141999,0.964065778064,1.06037143559,1.228082097738,1.3710607736059996,1.5858971462039997,1.75487587649,1.939882332886,2.157749145226,2.330625233328,2.507727260764,2.6419136689519997,2.7904326435419997,2.908533236026,3.048158137262,3.1502205371059997,3.25452995317,3.361612602868,3.452831585632,3.554320969662,3.6257543052459993,3.699014210968,3.7669898455799986,3.846578040924,3.8956346279079996,3.9852232568719987,4.047112034802,4.154222716647999,4.235234855571999,4.315583082991997,4.3849328064599975
FRIDAv2.1,HD_D1_Limit,World,CO2 Emissions,MtCO2/Year,26424.6374219,25222.597218739997,26634.221195719998,28767.89413108,31119.43593994,35595.25437116,38588.64782626,41128.51196438,42412.88315896,44687.0885188,45017.09571776,41990.88375974,37721.11942706,34723.76550812,31976.328566319997,29832.14012772,27681.584346299995,25533.91869082,23967.599769879995,22826.58777282,20799.73229046,19937.773841259997,20884.906381899993,20684.6591247,21375.883408299997,22469.278469299992,22939.058988079996,23233.164601359997,23551.11391993999,24575.588484159976,24226.722031299996,24690.89219569999,25584.17815341996,25425.73973492,25388.709397139995
FRIDAv2.1,HD_D1_Limit,World,CO2 Emissions|Energy,MtCO2/Year,18847.916614460002,19119.99196082,20461.82313416,22800.531627480002,25375.91502008,29307.66750398,32095.00700954,34261.843421159996,35486.0951139,37244.70715178,37798.52517272,33858.191929379995,29284.858978,25330.75823884,21959.49134288,19074.74519728,16627.24910196,14537.751049379998,12678.391738240001,11001.38175778,9569.827656839998,8573.47819118,8147.515224772,7937.624747838,7774.007577113999,7599.24551264,7383.178537018,7141.524669979999,6906.25448069,6638.582981865999,6437.685721713999,6200.953458893998,5986.398759192,5765.428154842,5579.272643745998
FRIDAv2.1,HD_D1_Limit,World,CO2 Emissions|Food and Land Use,MtCO2/Year,7196.686996262,5895.026438983999,5887.86649855,5645.585280978,5191.922809666,5521.2185287639995,5351.52492015,5428.585280269999,5189.83373161,5256.8149008479995,4757.009250746,5186.65429617,5431.503207676,5960.39884763,6406.368550222,6453.79250866,6353.617865448,6060.21631598,5561.759163066,5293.015529115998,5075.343448752,4982.456454328,5158.628108006,5190.985462247999,5063.411785099999,5081.435826718,5065.712920702,5031.177306304,5095.265215171999,5232.915885953999,5222.697863827999,5289.905755568,5296.6016408999985,5334.590024895999,5260.071153007997
FRIDAv2.1,HD_D1_Limit,World,Capacity|Electricity|Solar,GW,0.745,0.6556544279288,0.5589871513806,0.4445817949436,5.000246505548,34.63014694955999,56.56091234461999,148.1927190963999,515.8862385704,1164.12059311,2829.2405425979955,3888.7150309739964,4664.633072617995,6804.462517567999,8759.512476683998,10999.16866378,13056.425105959992,14573.940607299994,15410.63593635999,14402.249944779991,13540.935046719998,12917.409406039988,12792.697224959997,13469.349308959994,14430.575146659992,15193.844758279993,15627.301608,15586.513954479999,15604.339988979998,15869.396538719997,16272.901363819992,16655.806629219995,17225.274253239997,17560.384917619995,17695.698987739997
FRIDAv2.1,HD_D1_Limit,World,Capacity|Electricity|Wind,GW,0.745,0.6556546462342,0.5589880095199999,0.46405601933779955,0.5013452919651997,17.87772858752,146.58495854539996,463.8211656454,935.1402731623998,1812.3055972779998,4904.488820551999,6431.991436453998,6715.865220547999,8438.477780111998,10202.926951540001,11993.13022788,13651.7011603,14967.106686599998,15495.743377139997,14432.4899708,13398.393947559998,12500.267152779998,11994.072323919998,12331.39005192,12998.70183548,13604.217951119996,13850.877832819995,13942.926346239998,13749.561430639995,13713.622550519998,13867.002047359996,14357.195461299985,14373.7548134,14569.782018839998,14850.367522319993
FRIDAv2.1,HD_D1_Limit,World,Capacity|Biomass,Mt/Year,6.3826063296,22.10499200198,20.23278168084,32.85986840197999,45.87302037905999,55.70220368554,137.43141382459999,191.91110160719995,246.5511246266,305.4877989756,238.35211142079996,290.47034675119994,513.3350024982,980.7425217835996,1489.423658782,2014.475662722,2450.0555860219997,2773.4872895519993,2981.637393172,2983.0491029299997,2966.0275214379994,2995.665638306,3168.7275356819996,3398.890574616,3563.675834842,3720.8591419019995,3790.191733618,3826.3373112259997,3855.3656721659995,3882.42127432,3903.028489789999,3912.8023971199996,3923.97393063,3927.7650362619997,3934.337593076
FRIDAv2.1,HD_D1_Limit,World,Production|Biomass,Mt/Year,5.6649027325359995,19.848926415079998,18.294046738619997,29.77530413616,42.08610594298,50.368141269759995,125.19912726039999,176.4568813962,227.78829586319998,282.98075809,226.93859920979997,266.91306927299996,469.46244442779994,897.7091148125999,1378.195147594,1882.6324149319998,2322.8347388479997,2661.9759095779996,2892.0209676719996,2919.509348844,2916.119977988,2937.8891782119995,3071.92197012,3300.4672679919995,3498.3477541819993,3647.547316792,3744.066316266,3775.430616584,3801.13154138,3836.094403634,3851.9123215239997,3860.66423253,3883.397958476,3874.107597796,3893.3433446679996
FRIDAv2.1,HD_D1_Limit,World,Capacity|Coal,c$,2213282600000.0,2166767780152.0,2238177034488.0,2530162373568.0,2866571868440.0,3455718890958.0,3920920138536.0,4078132486837.9995,4149506389328.0,4401777658012.0,4447518682938.0,3718120194970.0,2895078288148.0,2243720905884.0,1735031350213.9998,1339486266183.9998,1033224526263.9999,796755857127.6,614587150672.6,472347435900.2,362772187180.8,278561446947.4,213760680794.0,163840085562.8,125554819264.2,96230469305.04,73797634996.04,56575350394.46,43425215479.18,33301464095.14,25562726946.5,19637829410.899998,15102288971.16,11613001033.52,8948935955.08
FRIDAv2.1,HD_D1_Limit,World,Capacity|Gas,c$,2106686800000.0,2305335954384.0,2676692813006.0,3122351236208.0,3465602755690.0,3894577290544.0,4183340810772.0,4657403639024.0,5027040305524.0,5448202748062.0,5733392278152.0,5810084483956.0,5779792876092.0,5636668757088.0,5458567402222.0,5175456570507.999,4835683383251.999,4473547732677.999,4062303241330.0,3691683198740.0,3335081266360.0,3071598784005.9995,2966527813221.9995,2914630494020.0,2881280583341.9985,2793800205161.9995,2702352069843.9995,2612073037185.9995,2508178585902.0,2392779215398.0,2281514597673.9995,2169078615884.0,2049573023967.9998,1928236416958.0,1823305097785.9993
